"","flightNumber","date","ALT_GIN","LAT_GIN","LON_GIN","PS_RVSM","PS_RVSM_FLAG","TAT_ND_R","TAT_ND_R_FLAG","RH_LIQ","O3_TECO","no_mr","no2_mr","no_u","no2_u","no_lod","no2_lod","co2_drymole","co2_flag","ch4_drymole","ch4_flag","ch4_bias","ch4_uncert","co2_bias","co2_uncert","chl","nh4","no3","org","so4","mass_bc_ugm3","n_bc"
"18","c392",2024-10-25T11:14:00+00:00,1427.66495323181,52.2514453530312,-0.553207181580365,861.427029418945,0,282.278521251678,0,89.3747436523438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","c392",2024-10-25T11:14:10+00:00,1512.91928939819,52.263034594059,-0.547060305066407,852.600840950012,0,281.727378177643,0,88.0401298522949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","c392",2024-10-25T11:14:20+00:00,1600.58724365234,52.2745320796967,-0.540602156706154,843.606925010681,0,281.107510662079,0,86.9020065307617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","c392",2024-10-25T11:14:30+00:00,1703.36287498474,52.2859731078148,-0.533911864832044,833.233130073547,0,280.266410160065,0,88.1771675109863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","c392",2024-10-25T11:14:40+00:00,1807.4506816864,52.2973782896996,-0.527269061841071,822.738722610474,0,279.635150623322,0,82.2199440002441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","c392",2024-10-25T11:14:50+00:00,1910.18397941589,52.3088002324104,-0.520907869003713,812.462141799927,0,278.990322494507,0,73.7737770080566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","c392",2024-10-25T11:15:00+00:00,2011.85643119812,52.3202718138695,-0.514924667775631,802.381619644165,0,278.333702468872,0,68.9497406005859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","c392",2024-10-25T11:15:10+00:00,2108.58691940308,52.3317932248116,-0.509205893799663,792.945824050903,0,277.767247009277,0,65.9117027282715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","c392",2024-10-25T11:15:20+00:00,2171.45168228149,52.3433738708496,-0.50314935753122,786.807070541382,0,277.655148792267,0,59.4473331451416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","c392",2024-10-25T11:15:30+00:00,2204.13383483887,52.3540287137032,-0.493274690303951,783.722578620911,0,277.969396972656,0,46.9747627258301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","c392",2024-10-25T11:15:40+00:00,2220.58569488525,52.3623066902161,-0.478781372122467,782.229399299622,0,277.745712375641,0,47.3137622833252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","c392",2024-10-25T11:15:50+00:00,2222.29205780029,52.3687401294708,-0.462224314920604,782.102998733521,0,277.643115139008,0,48.5595149993896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","c392",2024-10-25T11:16:00+00:00,2219.88686218262,52.3742210388184,-0.444806198496371,782.371315193176,0,277.84333896637,0,50.3639709472656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","c392",2024-10-25T11:16:10+00:00,2223.88465270996,52.3791125297546,-0.42696382952854,782.043006706238,0,277.81224822998,0,49.0618133544922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","c392",2024-10-25T11:16:20+00:00,2223.18491592407,52.3837069034576,-0.408876739256084,782.194603729248,0,277.857328701019,0,46.0434497833252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","c392",2024-10-25T11:16:30+00:00,2224.08017349243,52.38816447258,-0.390660538803786,782.117075920105,0,277.889179229736,0,46.542113494873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","c392",2024-10-25T11:16:40+00:00,2225.44741439819,52.3926350593567,-0.372423054184765,782.019262313843,0,277.817232227325,0,47.2830585479736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","c392",2024-10-25T11:16:50+00:00,2226.09202647433,52.3972261123896,-0.354195187084353,781.978960990906,0,277.874597740173,0,46.5466342926025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","c392",2024-10-25T11:17:00+00:00,2226.50553334395,52.4019838291276,-0.336011252900276,781.986149597168,0,277.776673221588,0,44.8251281738281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","c392",2024-10-25T11:17:10+00:00,2223.4220127596,52.4069221759665,-0.317854680331149,782.261785888672,0,277.810428619385,0,45.6036670684814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","c392",2024-10-25T11:17:20+00:00,2224.34289971713,52.4119648350444,-0.299693119376431,782.176509857178,0,277.938938045502,0,46.1758941650391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","c392",2024-10-25T11:17:30+00:00,2225.23798889351,52.4170532465728,-0.281509177531568,782.119303703308,0,277.926632595062,0,45.7124141693115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","c392",2024-10-25T11:17:40+00:00,2224.66798405662,52.4221659932391,-0.263261436668683,782.202352523804,0,277.638844680786,0,51.6009613037109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","c392",2024-10-25T11:17:50+00:00,2223.89765686226,52.4272967371447,-0.244940081874031,782.283777809143,0,277.593721103668,0,54.1525619506836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","c392",2024-10-25T11:18:00+00:00,2225.59611334248,52.432404198243,-0.226551991504935,782.16101360321,0,277.413855743408,0,58.9139049530029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","c392",2024-10-25T11:18:10+00:00,2245.14096786834,52.4374546660899,-0.208119767633351,780.076554107666,0,277.53138999939,0,55.1540584564209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","c392",2024-10-25T11:18:20+00:00,2333.69092103007,52.4423364143013,-0.189766502632616,771.673334312439,0,277.179859638214,0,51.2301147460937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","c392",2024-10-25T11:18:30+00:00,2436.52048026058,52.4472811349133,-0.171651724270519,761.935729026794,0,276.3152094841,0,49.6282535552979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","c392",2024-10-25T11:18:40+00:00,2539.26983661711,52.4523411693992,-0.153582408977526,752.347022438049,0,275.515743160248,0,49.1461288452148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","c392",2024-10-25T11:18:50+00:00,2638.9166133486,52.4574476738335,-0.135478016864917,743.113028907776,0,275.055679512024,0,45.7295032501221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","c392",2024-10-25T11:19:00+00:00,2733.94999403042,52.4625672486882,-0.117303530273953,734.439456176758,0,274.575636291504,0,39.6448017120361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","c392",2024-10-25T11:19:10+00:00,2828.86832095538,52.4676633852776,-0.0990482731065406,725.845293807983,0,274.488290023804,0,27.5507274627686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","c392",2024-10-25T11:19:20+00:00,2919.67185739738,52.4727440837035,-0.0807114397190208,717.613445281982,0,274.285076522827,0,24.1281993865967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","c392",2024-10-25T11:19:30+00:00,3006.58201058606,52.4778059836839,-0.0622609410446639,709.793206596374,0,273.70293712616,0,34.6315149307251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","c392",2024-10-25T11:19:40+00:00,3095.77634040091,52.4828566667802,-0.0437040332132559,701.997172737122,0,273.375755691528,0,25.1947305679321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","c392",2024-10-25T11:19:50+00:00,3186.44218994906,52.4878929879598,-0.0250791238801887,694.15181388855,0,273.033382034302,0,18.5962430953979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","c392",2024-10-25T11:20:00+00:00,3278.16621461109,52.4929278382687,-0.0064132458256982,686.265503311157,0,272.708484840393,0,17.2474578857422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","c392",2024-10-25T11:20:10+00:00,3367.07659586844,52.4980097086078,0.0122573461039079,678.617790794373,0,271.960472202301,0,18.9797365188599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","c392",2024-10-25T11:20:20+00:00,3454.57343198962,52.5031376662299,0.0309554821458356,671.207824897766,0,271.471226882935,0,23.4969898223877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","c392",2024-10-25T11:20:30+00:00,3541.58068732857,52.5082946705594,0.0496799289059116,663.916907119751,0,270.773151874542,0,22.5101173400879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","c392",2024-10-25T11:20:40+00:00,3627.28456878662,52.5134506464005,0.0684253475395963,656.75161819458,0,270.043414402008,0,22.7965288162231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","c392",2024-10-25T11:20:50+00:00,3711.01809387207,52.5186164498329,0.0872159531340003,649.806134605408,0,269.399617767334,0,25.3183889389038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","c392",2024-10-25T11:21:00+00:00,3794.45042953491,52.5237977027893,0.106069766473956,642.961019325256,0,268.832574939728,0,21.3940393447876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","c392",2024-10-25T11:21:10+00:00,3881.36068496704,52.5289997935295,0.125045008282177,635.926559638977,0,268.067597293854,0,21.6256196975708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","c392",2024-10-25T11:21:20+00:00,3971.4218536377,52.5342304229736,0.14415997536853,628.702478218079,0,267.277117061615,0,24.4792778015137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","c392",2024-10-25T11:21:30+00:00,4061.30855560303,52.5395038604736,0.163422096101567,621.551526069641,0,266.65219783783,0,28.7234643936157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","c392",2024-10-25T11:21:40+00:00,4152.1866317749,52.5448192000389,0.18285642946139,614.445755958557,0,265.840370082855,0,36.3378221511841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","c392",2024-10-25T11:21:50+00:00,4242.85425720215,52.5502084493637,0.202477107848972,607.383636665344,0,265.139559364319,0,37.3922107696533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","c392",2024-10-25T11:22:00+00:00,4332.49187774658,52.5556613206863,0.222306603146717,600.495213890076,0,264.643918228149,0,27.2737392425537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","c392",2024-10-25T11:22:10+00:00,4423.91026611328,52.5611457228661,0.242341867974028,593.51134967804,0,263.992665576935,0,24.0938219070435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
