"","start_sample_date_time","stop_sample_date_time","comments","flightNumber","swas_case","swas_bottle","gc_date_time","ethane","ethene","propane","propene","iso_butane","n_butane","acetylene","but_1_ene","iso_butene","cis_2_butene","cyclo_pentane","iso_pentane","n_pentane","methyl_2_pentane","methyl_3_pentane","n_hexane","iso_octane","benzene","toluene","ethyl_benzene","m_xylene","p_xylene","o_xylene","tmb_135","tmb_124","tmb_123","trans_2_pentene","pent_1_ene","buta_1_3_diene","ALT_GIN","LAT_GIN","LON_GIN","PS_RVSM","PS_RVSM_FLAG","TAT_ND_R","TAT_ND_R_FLAG","O3_TECO","no_mr","no2_mr","co2_drymole","ch4_drymole","chl","nh4","no3","org","so4","mass_bc_ugm3","n_bc"
"1",2025-06-03T09:46:06+00:00,2025-06-03T09:46:28+00:00,"REVEAL_FLIGHT","c409",1,2,"19/07/2025T02:00",2.495,1.502,0.558,0.126,0.043,0.127,0.144,0.025,0.022,0.002,0.006,0.042,0.053,0.008,0.003,0.021,0.023,0.467,0.261,0.011,0.038,0.021,0.03,0.014,0.037,0.02,NA,NA,NA,9226.03756256104,52.930625641346,1.41468521095812,301.027203226089,0,231.803666853905,0,65.0459999084473,41.7805341913355,101.64040283456,432.2962,1997.9204,NA,NA,NA,NA,NA,1.64899230617285,431.82301902771
"2",2025-06-03T09:50:36+00:00,2025-06-03T09:50:58+00:00,"REVEAL_FLIGHT","c409",1,3,"19/07/2025T03:11",2.393,1.483,0.53,0.119,0.038,0.12,0.14,0.023,0.019,NA,0.006,0.028,0.045,0.006,0.002,0.021,NA,0.45,0.222,0.008,0.023,0.011,0.019,0.008,0.021,0.011,NA,NA,NA,9229.91953735351,52.8312599539757,2.2308033645153,301.200605487824,0,232.231711745262,0,65.315998840332,22.1951080717146,85.400018151179,432.3167,1997.9851,NA,NA,NA,NA,NA,1.64748062741756,482.440946102142
"3",2025-06-03T09:58:57+00:00,2025-06-03T09:59:19+00:00,"REVEAL_FLIGHT","c409",1,4,"19/07/2025T04:21",3.141,2.287,0.73,0.243,0.056,0.172,0.174,0.044,0.021,0.003,0.006,0.039,0.072,0.013,0.004,0.031,0.013,0.604,0.318,0.014,0.034,0.016,0.027,0.011,0.034,0.016,0.003,NA,NA,9222.05420684814,53.2001411616802,2.54011133760214,301.075234365463,0,232.150656509399,0,94.0200012207031,35.9864249614626,100.080759888887,431.1578,1982.81575,0.24586886,2.6821878,5.7899237,66.209885,1.697207,1.03640398603678,334.971067428589
"4",2025-06-03T10:09:24+00:00,2025-06-03T10:09:46+00:00,"REVEAL_FLIGHT","c409",1,5,"19/07/2025T05:32",1.303,0.51,0.245,0.039,0.015,0.048,0.075,0.008,0.01,NA,0.006,0.007,0.014,NA,NA,0.005,0.004,0.147,0.03,NA,0.005,0.003,0.004,0.004,0.01,0.007,NA,NA,NA,9205.09524688721,53.3898688077927,1.07337372731417,301.114346027374,0,231.1811866045,0,62.4700004577637,18.0735136208683,86.4710203645378,432.1595,2011.4589,NA,NA,NA,NA,NA,1.36829388344288,437.748442173004
"5",2025-06-03T10:34:35+00:00,2025-06-03T10:34:57+00:00,"REVEAL_FLIGHT","c409",1,6,"19/07/2025T06:42",1.873,1.332,0.398,0.145,0.027,0.087,0.118,0.026,0.017,NA,0.006,0.015,0.034,0.003,NA,0.016,0.007,0.34,0.17,0.006,0.017,0.008,0.015,0.005,0.015,0.008,0.002,NA,NA,9109.89786224365,54.8812750041485,-1.5597645657137,301.025919961929,0,231.178869342804,0,98.2380004882812,14.2600389769673,93.7209826222062,430.60645,1963.8239,NA,NA,NA,NA,NA,0.772949721038342,196.439482450485
"6",2025-06-03T10:54:09+00:00,2025-06-03T10:54:35+00:00,"REVEAL_FLIGHT","c409",1,7,"19/07/2025T07:52",0.715,0.124,0.106,0.037,0.008,0.018,0.03,0.01,0.01,0.002,0.005,0.003,0.005,NA,NA,0.002,0.003,0.091,0.012,NA,0.003,NA,0.002,0.002,0.006,0.004,NA,NA,NA,8987.41913960775,56.8649444937706,-2.17955638021231,301.176861349742,0,233.200992234548,0,66.3073328653971,23.5883027346929,88.0014313286543,432.0741,1996.23826666667,NA,NA,NA,NA,NA,1.82105989805857,465.844432353973
"7",2025-06-03T11:18:18+00:00,2025-06-03T11:18:44+00:00,"REVEAL_FLIGHT","c409",1,8,"19/07/2025T09:03",0.681,0.112,0.098,0.043,0.007,0.018,0.021,0.014,0.014,NA,0.005,0.004,0.005,NA,NA,0.002,0.006,0.085,0.032,NA,0.002,NA,0.002,0.002,0.006,0.004,NA,NA,NA,10344.4730143229,54.8063726385434,-2.03280961538355,250.286089579264,0,226.259912157059,0,201.093333943685,173.672701524099,218.38108926932,428.443733333333,1930.6334,NA,NA,NA,NA,NA,0.0956504874068002,36.0496343672276
"8",2025-06-03T11:26:07+00:00,2025-06-03T11:26:33+00:00,"REVEAL_FLIGHT","c409",1,9,"19/07/2025T13:42",0.472,0.069,0.065,0.023,0.002,0.014,0.014,0.008,0.011,NA,0.005,0.003,0.003,NA,NA,NA,0.007,0.064,0.034,NA,0.004,0.003,0.004,0.004,0.009,0.008,NA,NA,NA,10385.9206288656,54.0764197627703,-1.98833287768066,250.153804715474,0,226.183914279938,0,292.433337402344,252.736376978556,267.05238966465,426.830566666667,1894.4342,NA,NA,NA,NA,NA,0.0739330302281305,43.258287380139
"9",2025-06-03T11:29:41+00:00,2025-06-03T11:30:07+00:00,"REVEAL_FLIGHT","c409",1,10,"19/07/2025T14:53",0.589,0.082,0.086,0.021,0.006,0.015,0.022,0.006,0.009,NA,0.005,0.003,0.003,NA,NA,NA,0.003,0.054,0.012,NA,0.002,NA,0.002,0.002,0.005,0.005,NA,NA,NA,10400.036390686,53.7388015508652,-1.98335221428424,250.260543131828,0,226.740118145943,0,230.95,171.972450752258,218.541152196527,427.45875,1910.6886,0.014049454,0.29895148,0.35789993,3.7176204,1.2721967,0.132470834562555,40.2302878201008
"10",2025-06-03T11:31:27+00:00,2025-06-03T11:31:53+00:00,"REVEAL_FLIGHT","c409",1,11,"19/07/2025T16:03",0.672,0.108,0.101,0.017,0.002,0.017,0.026,0.004,0.007,NA,0.005,0.002,0.004,NA,NA,NA,0.002,0.046,0.005,NA,0.002,NA,NA,0.002,0.004,0.003,NA,NA,NA,10412.9869689941,53.5724835673968,-1.98097521563371,250.163007831573,0,227.057012224197,0,210.939998372396,141.45336236318,244.256821928024,428.3187,1925.26523333333,NA,NA,NA,NA,NA,0.179183688175554,44.2291622956594
"11",2025-06-03T11:33:39+00:00,2025-06-03T11:34:05+00:00,"REVEAL_FLIGHT","c409",1,12,"19/07/2025T17:14",0.546,0.092,0.079,0.028,0.002,0.015,0.019,0.008,0.011,NA,0.006,0.004,0.003,NA,NA,NA,0.004,0.046,0.011,NA,NA,NA,NA,NA,0.003,0.003,NA,NA,NA,10419.1852264404,53.3665622274081,-1.97778816421827,250.236020469666,0,226.581931940715,0,276.633331298828,247.74791885376,304.064880630175,426.759033333333,1892.71506666667,0.024015734,0.39626178,0.30981657,3.2630091,1.777827,0.107072405717025,35.0317687392235
"12",2025-06-03T14:16:07+00:00,2025-06-03T14:16:29+00:00,"REVEAL_FLIGHT","c410",1,13,"19/07/2025T18:24",0.628,0.124,0.083,0.041,0.007,0.02,0.017,0.017,0.017,NA,0.005,0.005,0.006,NA,NA,0.002,0.004,0.048,0.048,0.002,0.012,0.005,0.009,0.005,0.016,0.008,NA,NA,NA,9187.23366088867,53.4953174233437,-1.96190038006753,301.092585039139,0,230.84747030735,0,64.3855003356934,22.2970835459232,51.1639988808334,430.59595,1957.4925,NA,NA,NA,NA,NA,0.0171804046938196,8.67704798281193
"13",2025-06-03T14:17:45+00:00,2025-06-03T14:18:07+00:00,"REVEAL_FLIGHT","c410",1,14,"19/07/2025T19:34",0.735,0.076,0.142,0.02,0.012,0.033,0.018,0.007,0.007,NA,0.006,0.007,0.007,NA,NA,0.002,0.002,0.028,0.014,NA,0.003,NA,NA,NA,0.004,0.003,NA,NA,NA,9179.39603424072,53.6725127995014,-1.96618272438645,301.078863525391,0,231.060019755363,0,80.7409996032715,29.9471376085281,55.3831127583981,429.9686,1959.4626,0.0177096,0.21979155,0.37706226,1.4363916,0.46739408,0.0305192249147221,12.4580806195736
"14",2025-06-03T14:19:20+00:00,2025-06-03T14:19:43+00:00,"REVEAL_FLIGHT","c410",1,15,"19/07/2025T20:45",0.693,0.076,0.121,0.022,0.011,0.002,0.015,0.011,0.012,NA,0.005,0.006,0.006,NA,NA,0.002,0.004,0.028,0.03,NA,0.005,0.002,0.003,NA,0.004,0.002,NA,NA,NA,9173.987109375,53.8414199670156,-1.97080960671107,301.026085090637,0,230.946454906464,0,74.4526667277018,22.7505330089728,48.8774022594094,430.433233333333,1957.19796666667,NA,NA,NA,NA,NA,0.0469433398963884,11.7224637021621
"15",2025-06-03T14:22:15+00:00,2025-06-03T14:22:37+00:00,"REVEAL_FLIGHT","c410",1,16,"19/07/2025T21:55",0.818,0.073,0.179,0.022,0.002,0.041,0.018,0.008,0.007,NA,0.005,0.008,0.008,NA,NA,0.002,0.002,0.024,0.011,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,9156.36884460449,54.1550258874893,-1.98019898608327,301.079442024231,0,230.453291296959,0,79.6080001831055,36.3859216166381,58.1529134622216,429.671,1964.466,NA,NA,NA,NA,NA,0.0446146895275451,15.281733520329
"16",2025-06-03T14:28:57+00:00,2025-06-03T14:29:20+00:00,"REVEAL_FLIGHT","c410",2,1,"11/07/2025T17:33",1.113,0.224,0.198,0.022,0.013,0.04,0.066,0.009,0.016,NA,0.006,0.054,0.013,0.005,NA,0.006,0.021,0.161,0.147,0.014,0.047,0.012,0.022,0.016,0.045,0.018,NA,0.005,NA,9111.54689645797,54.8699556673707,-2.04250197467806,300.969626871745,0,231.132491397858,0,226.533332316081,26.4871245649954,136.70089703838,428.2638,1920.7452,0.11017416,2.0545123,3.2739697,36.468838,1.9636259,0.691140317822496,191.061645547549
"17",2025-06-03T14:37:51+00:00,2025-06-03T14:38:14+00:00,"REVEAL_FLIGHT","c410",2,2,"11/07/2025T18:43",1.795,0.557,0.365,0.025,0.025,0.079,0.104,0.007,0.011,NA,0.006,0.016,0.027,0.002,NA,0.011,0.004,0.263,0.071,0.002,0.006,NA,0.005,0.004,0.011,0.005,NA,NA,NA,9058.6954788208,55.7808329164982,-2.18584483899176,301.17885260582,0,230.631067252159,0,81.6809997558594,16.7642301522195,60.2587914294004,430.66485,1987.524,0.12297221,1.9179373,2.7461219,35.739796,0.8224715,0.653539177954197,237.07497549057
"18",2025-06-03T15:12:10+00:00,2025-06-03T15:12:36+00:00,"REVEAL_FLIGHT","c410",2,3,"11/07/2025T19:53",1.312,0.184,0.247,NA,0.012,0.043,0.086,0.004,0.006,NA,0.005,0.005,0.011,NA,NA,NA,NA,0.139,0.023,NA,0.004,NA,0.003,0.003,0.008,0.002,NA,NA,NA,9779.65773417155,55.0766994158427,-1.53966131483515,271.759811623891,0,228.262647803624,0,242.333329772949,45.4596543881297,146.416512019237,428.9043,1925.50896666667,NA,NA,NA,NA,NA,1.17111979635557,250.128419518471
"19",2025-06-03T15:17:37+00:00,2025-06-03T15:18:04+00:00,"REVEAL_FLIGHT","c410",2,4,"11/07/2025T21:04",1.762,0.54,0.356,0.026,0.019,0.061,0.118,0.009,0.009,NA,0.006,0.008,0.017,NA,NA,0.004,0.002,0.243,0.019,NA,0.003,NA,NA,0.002,0.006,0.003,NA,NA,NA,10352.1983683268,54.5978574315707,-1.28130813501775,250.37192012469,0,224.504111131032,0,189.926666259766,37.1702984500925,110.205572059155,430.184833333333,1958.78656666667,0.24055019,3.5408933,5.5633731,80.505455,2.686466,1.94155598531167,424.812929312388
"20",2025-06-03T15:40:51+00:00,2025-06-03T15:41:18+00:00,"REVEAL_FLIGHT","c410",2,5,"11/07/2025T22:14",0.792,0.064,0.105,0.027,0.006,0.002,0.025,0.009,0.012,NA,0.006,0.003,0.003,NA,NA,NA,NA,0.039,0.015,NA,0.002,NA,NA,NA,0.005,0.002,NA,0.003,NA,10466.4750015259,52.9344824135303,1.38407340683043,250.223591518402,0,222.151325845718,0,129.459999084473,282.512685775757,66.4856602531672,429.85915,1968.6003,0.0060506198,0.12896056,0.16129036,0.90539283,0.82218802,0.0391275325585157,25.7950520664454
"21",2025-06-03T15:45:45+00:00,2025-06-03T15:46:12+00:00,"REVEAL_FLIGHT","c410",2,6,"11/07/2025T23:25",0.739,0.048,0.097,0.014,0.007,0.013,0.026,0.003,0.006,NA,0.006,0.002,0.002,NA,NA,NA,NA,0.039,0.012,NA,0.002,NA,NA,NA,0.004,0.002,NA,NA,NA,10479.116780599,52.8263531247775,2.26961481571198,250.175894737244,0,223.894888003667,0,134.993333689372,120.687033360799,30.4819697729747,430.1615,1956.98,-0.0036963169,0.018371444,0.20175268,1.1526579,0.5118596,0.160004932286528,43.4335984289646
"22",2025-06-03T15:53:57+00:00,2025-06-03T15:54:24+00:00,"REVEAL_FLIGHT","c410",2,7,"12/07/2025T00:35",0.731,0.05,0.096,0.017,0.002,0.014,0.026,0.006,0.008,NA,0.006,0.003,0.003,NA,NA,NA,NA,0.053,0.013,NA,NA,NA,NA,NA,0.003,0.002,NA,0.002,NA,10464.302440389,53.2134710709254,2.49553622603416,250.285732809703,0,224.140110762914,0,148.580000813802,119.686707801819,56.7018275429805,429.359766666667,1948.04986666667,0.012337039,0.18228634,0.49117219,3.6105883,0.52197117,0.0425770812267438,27.1003286441167
"23",2025-06-03T16:03:00+00:00,2025-06-03T16:03:26+00:00,"REVEAL_FLIGHT","c410",2,8,"12/07/2025T01:46",0.689,0.055,0.082,0.018,0.002,0.012,0.023,0.004,0.007,NA,0.006,0.002,0.002,NA,NA,NA,NA,0.043,0.011,NA,0.002,NA,NA,NA,0.004,NA,NA,NA,NA,10444.9294535319,53.382058262825,1.22522763100763,250.278638108571,0,222.47708085378,0,132.120001220703,125.546258360545,41.4675119672219,429.690366666667,1956.49993333333,-0.011030288,0.37691438,0.28448352,1.6741832,0.9543128,0.0660899042934179,34.1039296984673
"24",2025-06-05T09:29:35+00:00,2025-06-05T09:29:57+00:00,"REVEAL_FLIGHT","c412",2,9,"12/07/2025T06:25",0.789,0.051,0.126,0.016,0.002,0.019,0.023,0.005,0.009,NA,0.005,0.003,0.003,NA,NA,NA,NA,0.03,0.011,NA,0.002,NA,0.002,0.002,0.005,0.005,NA,NA,NA,9115.91299591064,52.9283531844616,1.43331512790173,301.108028888702,0,226.01181871891,0,181.339999389648,65.2417015940999,74.5155616089236,427.88405,1943.3959,NA,NA,NA,NA,NA,0.0894422567673028,24.6660662144423
"25",2025-06-05T09:34:19+00:00,2025-06-05T09:34:41+00:00,"REVEAL_FLIGHT","c412",2,10,"12/07/2025T07:35",0.965,0.059,0.149,0.019,0.009,0.002,0.037,0.006,0.009,NA,0.005,0.006,0.005,NA,NA,0.002,NA,0.051,0.014,NA,NA,NA,NA,NA,0.003,0.002,NA,NA,NA,9139.86021931966,52.8307544469833,2.23512626240651,301.108221054077,0,227.235273901621,0,103.566666666667,44.3670735860864,58.0183850757157,428.1559,1969.32456666667,NA,NA,NA,NA,NA,0.125667824589958,29.840325559179
"26",2025-06-05T09:42:19+00:00,2025-06-05T09:42:41+00:00,"REVEAL_FLIGHT","c412",2,11,"12/07/2025T08:46",1.014,0.06,0.156,0.021,0.009,0.002,0.04,0.007,0.008,NA,0.005,0.005,0.006,NA,NA,NA,NA,0.049,0.011,NA,NA,NA,NA,NA,0.002,0.002,NA,0.002,NA,9132.33277079264,53.208510752519,2.54264525299271,300.997299480438,0,226.915104707082,0.816666666666667,87.4,12.6382385874516,63.6610998195907,427.986066666667,1975.88823333333,NA,NA,NA,NA,NA,0.096816661009565,31.34451773266
"27",2025-06-05T09:52:06+00:00,2025-06-05T09:52:29+00:00,"REVEAL_FLIGHT","c412",2,12,"12/07/2025T09:56",0.968,0.085,0.167,0.032,0.008,0.002,0.032,0.008,0.012,NA,0.006,0.004,0.005,NA,NA,NA,NA,0.031,0.007,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,9086.46657867432,53.3998234570026,1.08328379224986,301.098380184174,0,226.62130215168,0,137.160001373291,44.127141655758,68.46455337286,428.5691,1952.9412,NA,NA,NA,NA,NA,0.210869765684009,54.6330756098032
"28",2025-06-05T10:17:27+00:00,2025-06-05T10:17:49+00:00,"REVEAL_FLIGHT","c412",2,13,"12/07/2025T11:07",1.694,0.443,0.341,0.023,0.023,0.072,0.102,0.007,0.011,NA,0.006,0.012,0.024,0.002,NA,0.008,NA,0.229,0.025,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,9026.86595611572,54.8757071137428,-1.57623139843345,301.224635410309,0,227.207737374306,0,118.329999923706,24.1419730225205,99.9078942024708,429.58825,1968.12275,NA,NA,NA,NA,NA,0.502260759472847,163.753900885582
"29",2025-06-05T10:19:05+00:00,2025-06-05T10:19:27+00:00,"REVEAL_FLIGHT","c412",2,14,"12/07/2025T12:17",1.751,0.428,0.343,0.025,0.023,0.072,0.104,0.008,0.015,NA,0.006,0.012,0.024,0.002,NA,0.009,NA,0.243,0.053,NA,0.003,NA,0.002,NA,0.002,NA,NA,NA,NA,9026.46437530518,55.0109500050545,-1.67751580346376,301.218417882919,0,227.279777526855,0,70.5290000915527,18.6978781051934,82.9320770260692,430.56935,1985.48585,NA,NA,NA,NA,NA,0.62184168407321,178.908637940884
"30",2025-06-05T10:20:28+00:00,2025-06-05T10:20:51+00:00,"REVEAL_FLIGHT","c412",2,15,"12/07/2025T13:27",1.692,0.39,0.328,0.036,0.022,0.067,0.098,0.012,0.019,NA,0.006,0.012,0.023,0.002,NA,0.009,NA,0.22,0.048,0.002,0.003,NA,0.003,NA,0.002,NA,NA,NA,NA,9024.83043924967,55.133524052302,-1.72065226634343,301.197217432658,0,227.248201608658,0,71.2019999186198,13.032996848921,75.5929155528545,430.430066666667,1984.04083333333,NA,NA,NA,NA,NA,0.578974403291941,173.122877240181
"31",2025-06-05T10:23:11+00:00,2025-06-05T10:23:34+00:00,"REVEAL_FLIGHT","c412",2,16,"12/07/2025T14:38",2.103,0.579,0.435,0.03,0.029,0.092,0.124,0.01,0.014,NA,0.006,0.015,0.033,0.002,NA,0.012,NA,0.31,0.051,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,9023.39778747559,55.3754791200161,-1.77842157725245,301.169125986099,0,227.566765975952,0,73.7520004272461,27.461424986124,86.4979343432188,430.7098,1990.78935,NA,NA,NA,NA,NA,0.734046072661877,236.444895744324
"32",2025-06-05T10:38:14+00:00,2025-06-05T10:38:37+00:00,"REVEAL_FLIGHT","c412",3,2,"07/07/2025T13:28",2.673,1.118,0.581,0.083,0.035,0.123,0.146,0.016,0.018,NA,0.005,0.025,0.045,0.006,0.002,0.019,0.004,0.461,0.125,0.003,0.007,0.004,0.006,0.007,0.013,0.011,NA,0.006,NA,8987.61790618896,56.724846893549,-2.11404212489724,301.058463859558,0,227.296478891373,0,78.0790012359619,8.41612844929099,95.2285101127625,430.35365,2001.54515,NA,NA,NA,NA,NA,0.824412540346384,257.289612233639
"33",2025-06-05T10:40:49+00:00,2025-06-05T10:41:11+00:00,"REVEAL_FLIGHT","c412",3,3,"07/07/2025T14:39",3.326,1.747,0.749,0.128,0.044,0.158,0.177,0.021,0.013,NA,0.006,0.023,0.06,0.006,0.002,0.028,0.003,0.656,0.224,0.01,0.015,0.009,0.013,0.007,0.016,0.011,NA,0.008,0.002,8989.07510375977,56.8372348070145,-2.34650709107518,300.742824713389,0,226.878253634771,0,72.7320007324219,14.9307468355695,95.195590904355,431.448766666667,2017.90646666667,0.22804974,2.1288211,4.5276709,78.487183,1.051659,1.49961223109563,467.18171898524
"34",2025-06-05T10:52:17+00:00,2025-06-05T10:52:43+00:00,"REVEAL_FLIGHT","c412",3,4,"07/07/2025T15:49",0.138,0.111,0.017,0.024,NA,0.009,NA,0.007,0.011,NA,0.005,0.002,0.002,NA,NA,NA,NA,0.018,0.012,NA,0.004,NA,0.002,0.004,0.007,0.006,NA,0.003,NA,10227.7883544922,55.7428329070409,-2.17975569888949,250.306843042374,0,225.701969226201,0,449.046663411458,114.786923064731,142.30249965873,423.138158685446,1820.71411784038,NA,NA,NA,NA,NA,0.0169607236953452,19.6159335970879
"35",2025-06-05T11:01:54+00:00,2025-06-05T11:02:20+00:00,"REVEAL_FLIGHT","c412",3,5,"07/07/2025T16:59",0.157,0.107,0.024,0.018,0.003,0.01,NA,0.006,0.009,NA,0.004,0.002,0.005,NA,NA,0.003,0.002,0.021,0.025,0.002,0.008,0.004,0.005,0.004,0.008,0.006,NA,0.003,NA,10265.9933197021,54.7907543023427,-2.03065390661359,250.164956855774,0,225.655831575394,0,439.15,143.844779748917,130.197325745438,422.620266666667,1827.98563333333,0.0047160927,0.20890015,0.08552105,0.51306003,1.6757737,0.0397756720477094,24.125147541364
"36",2025-06-05T11:09:02+00:00,2025-06-05T11:09:29+00:00,"REVEAL_FLIGHT","c412",3,6,"07/07/2025T18:10",0.447,0.089,0.064,0.025,0.004,0.013,0.027,0.008,0.01,NA,0.005,0.002,0.003,NA,NA,NA,NA,0.031,0.01,NA,0.003,NA,0.003,0.003,0.005,0.005,NA,0.003,NA,10283.5648132324,54.0712038993835,-1.97927958685905,250.313245511055,0,225.305619096756,0,326.519998168945,155.619835948944,189.659718973637,425.54825,1880.3897,NA,NA,NA,NA,NA,0.226196011824068,72.3033375144005
"37",2025-06-05T11:12:22+00:00,2025-06-05T11:12:49+00:00,"REVEAL_FLIGHT","c412",3,7,"07/07/2025T19:20",1.548,0.46,0.317,0.036,0.021,0.065,0.099,0.013,0.017,NA,0.006,0.011,0.022,0.002,NA,0.009,NA,0.225,0.051,0.002,0.005,0.002,0.004,0.003,0.005,0.005,NA,0.005,NA,10295.1116073608,53.7384998440742,-1.96832385975868,250.371195745468,0,224.29263343811,0,149.109999847412,484.924017212987,341.982772415791,430.00595,1957.06005,NA,NA,NA,NA,NA,1.25736782541871,321.550454258919
"38",2025-06-05T11:14:02+00:00,2025-06-05T11:14:29+00:00,"REVEAL_FLIGHT","c412",3,8,"07/07/2025T20:31",0.669,0.148,0.117,0.019,0.007,0.023,0.045,0.006,0.009,NA,0.005,0.004,0.008,NA,NA,0.004,NA,0.077,0.027,0.002,0.007,0.003,0.005,0.003,0.007,0.005,NA,0.003,NA,10308.8887039185,53.5715240299702,-1.96284647639841,250.210093331337,0,225.844163179398,0,349.350003051758,204.713241233826,189.320754019618,424.6042,1865.55505,NA,NA,NA,NA,NA,0.315246202453971,123.188166320324
